fact_id,timeframe,applies_to,scope,statement,value,unit,period,source_id,quote,verification,checked_on,note
us-distillate-chile,baseline,products-usgulf-southamerica,corridor,"Chile was the second-largest destination for US distillate exports in 2025, up about 16,000 bpd.",16 000,bpd,2025,hydroFuels,"The second-largest destination for distillate exports was Chile, where exports increased by about 16 000 bpd (15%) from 2024.",auto,2026-09-14,
kenya-gtog,baseline,products-gulf-eafrica,corridor,"Kenya has imported refined products under a government-to-government deal with Saudi Aramco, ENOC and ADNOC since March 2023.",March 2023,,since 2023,kenyaGtoG,"under the G-to-G deal that Kenya signed with Saudi Aramco, Emirates National Oil Company (Enoc), and Abu Dhabi National Oil Company (Adnoc) to supply products since March 2023",auto,2026-09-14,
kenya-enoc-stuck,current,products-gulf-eafrica,status,A vessel carrying 114.7 million litres of petrol for Kenya could not leave Jebel Ali because of the Hormuz closure.,114.7,million litres,2026-03,kenyaGtoG,a vessel carrying 114.7 million litres of super from Enoc was unable to leave the Port of Jebel Ali in Dubai due to the closure of the Strait of Hormuz,auto,2026-09-14,
lng-world-2025,baseline,lng,market,"Global LNG trade reached a record 437.0 Mt in 2025, up 25.7 Mt (IGU).",437.0,Mt,2025,qatarLng,"Global LNG trade reached a record 437.0 Mt in 2025, up by 25.7 Mt compared with 2024",auto,2026-09-14,
lng-top3-exporters,baseline,lng|lng-us-europe|lng-us-japan|lng-australia-japan|lng-australia-china,exporter,"The United States exported 110.7 Mt of LNG in 2025, Qatar 81.5 Mt and Australia 80.3 Mt (IGU).",110.7,Mt,2025,qatarLng,"On the export side, the United States remained the world’s largest LNG supplier with 110.7 Mt of exports, followed by Qatar’s 81.5 Mt and Australia’s 80.3 Mt.",auto,2026-09-14,
lng-top3-62,baseline,lng,market,"The United States, Qatar and Australia supplied 62% of global LNG exports in 2025.",62%,share,2025,qatarLng,"Together, the United States, Qatar and Australia supplied 62% of global LNG exports during the year",auto,2026-09-14,
qatar-lng-2025,baseline,lng-qatar-china|lng-qatar-europe,exporter,"Qatar exported 81.5 Mt of LNG in 2025, overtaking Australia as the second-largest exporter (IGU).",81.5,Mt,2025,qatarLng,"The report shows that Qatar exported 81.5 million tonnes (Mt) of LNG during 2025, an increase of 4.3 Mt from the previous year, enabling the country to overtake Australia and become the world’s second-largest LNG exporter, behind only the United States.",auto,2026-09-14,
qatar-china-20mt,baseline,lng-qatar-china,corridor,"China imported over 20 million tonnes of LNG from Qatar in 2025, the largest buyer; India followed with more than 10 million tonnes.",20 million,tonnes,2025,qatarFPJ,"China led with over 20 million tonnes, followed by India with more than 10 million tonnes.",auto,2026-09-14,
qatar-asia-80,baseline,lng-qatar-china|lng-qatar-europe,exporter,Asian buyers imported over 80% of Qatari LNG in 2025.,80%,share,2025,eiaLng,"Asian buyers, who in 2025 imported over 80% of Qatari volumes",auto,2026-09-14,
qatar-lng-cut-20,current,hormuz|lng-qatar-china|lng-qatar-europe,status,The Hormuz closure since 28 February 2026 has cut off approximately 20% of global LNG supplies.,20%,share of global LNG supply,since 2026-02-28,eiaLng,"Qatari exports have fallen in 2026 due to the closure of the Strait of Hormuz since February 28, which has cut off approximately 20% of global LNG supplies.",auto,2026-09-14,
china-lng-imports-2025,baseline,lng-qatar-china|lng-australia-china,importer,China was the largest LNG importer in 2025 at 69.8 Mt; Japan imported 67.4 Mt (IGU).,69.8,Mt,2025,qatarLng,"China retained its position as the world’s largest LNG importer, purchasing 69.8 Mt, while Japan imported 67.4 Mt.",auto,2026-09-14,
china-lng-down-15,baseline,lng-australia-china|lng-qatar-china,importer,LNG imports into China fell 15% (1.5 Bcf/d) in 2025.,15%,change,2025,eiaLng,"Imports into Asian countries fell 4% compared with 2024 to 35.7 Bcf/d, largely driven by a 15% (1.5 Bcf/d) reduction in imports to China",auto,2026-09-14,
europe-lng-imports-2025,baseline,lng-us-europe|lng-qatar-europe|lng-yamal-europe,importer,Europe’s LNG imports rose to 126.1 Mt in 2025 (IGU).,126.1,Mt,2025,qatarLng,"Europe also maintained strong demand, with LNG imports rising to 126.1 Mt as countries continued diversifying energy supplies.",auto,2026-09-14,
europe-lng-up-29,baseline,lng-us-europe,importer,"European countries increased LNG imports by 29% (3.8 Bcf/d) in 2025, leading all regions.",29%,change,2025,eiaLng,"European countries increased imports by 29% (3.8 Bcf/d) in 2025, leading all regions worldwide.",auto,2026-09-14,
us-lng-exports-2025,baseline,lng-us-europe|lng-us-japan,exporter,"US LNG exports rose 26% to 15.1 Bcf/d in 2025, the largest increase of any country.",15.1,Bcf/d,2025,eiaLng,"LNG exports from the United States increased by 26% to 15.1 Bcf/d in 2025, a larger increase than from any other country",auto,2026-09-14,
us-lng-europe-68,baseline,lng-us-europe,corridor,Europe received 68% of US LNG exports from January to November 2025.,68%,share,2025-01/11,eiaUsLng10y,"From January through November 2025, Europe received 68% of U.S.-origin volumes.",auto,2026-09-14,
us-lng-panama-japan-days,baseline,lng-us-japan,corridor,"Through the Panama Canal a US Gulf Coast LNG cargo reaches Japan in 20 days, against 34 days around Africa or 31 via Suez.",20 days,,2016,eiaPanamaLng,"Gulf Coast through the Panama Canal to Japan will reduce voyage time to 20 days, compared to 34 days for voyages around the southern tip of Africa or 31 days if transiting through the Suez Canal.",auto,2026-09-14,
japan-lng-imports-2025,baseline,lng-us-japan|lng-australia-japan|lng-qatar-china,importer,"Asia remained the largest LNG importing region in 2025, receiving 138.76 Mt (IGU).",138.76,Mt,2025,qatarLng,"The IGU report indicates that Asia remained the largest LNG importing region, receiving 138.76 Mt of LNG in 2025.",auto,2026-09-14,
aus-lng-markets-2024,baseline,lng-australia-japan|lng-australia-china,corridor,In 2024 China took 33% of Australia’s LNG exports and Japan 32%.,33%,share,2024,ausLngIEEFA25,"In 2024, Australia’s largest LNG export markets were China (33%), Japan (32%), South Korea (15%) and Taiwan (10%), with all other countries accounting for about 9% of exports.",auto,2026-09-14,
aus-lng-japan-h1-2026,current,lng-australia-japan,corridor,"Japan was Australia’s largest LNG export market in H1 2026, at 35% of exports.",35%,share,H1 2026,ausLngIEEFA,"Japan remains Australia’s largest export market, accounting for 35% of exports in the first half of 2026, followed by China and South Korea.",auto,2026-09-14,
yamal-eu-15mt,baseline,lng-yamal-europe,corridor,15 million of the 19.7 million tons of Yamal LNG reached EU terminals in 2025.,19.7,million tons,2025,yamalUrgewald,The analysis reveals that 15 million of the 19.7 million tons of Yamal LNG reached EU terminals in 2025,auto,2026-09-14,
yamal-eu-share,baseline,lng-yamal-europe,importer,Yamal LNG accounted for 14.3% of the EU’s LNG imports in 2025.,14.3%,share,2025,yamalUrgewald,"In 2025, Yamal LNG alone accounted for 14.3% of the EU’s total global LNG imports",auto,2026-09-14,
yamal-eu-h1-2026,current,lng-yamal-europe,corridor,The EU imported a record 9.89 million tonnes of LNG from Yamal in H1 2026.,9.89,million metric tons,H1 2026,yamalMoscowTimes,The European Union imported a record 9.89 million metric tons of liquefied natural gas (LNG) from Russia’s largest production plant during the first six months of the year,auto,2026-09-14,
yamal-asia-down-74,current,lng-yamal-china-nsr,status,"Yamal LNG volumes bound for Asia plunged 74% to 510,000 tons in H1 2026.",74%,change,H1 2026,yamalMoscowTimes,"Meanwhile, Yamal LNG volumes bound for Asia plunged 74% to 510,000 tons.",auto,2026-09-14,The source does not say which share of Asia-bound cargoes used the Northern Sea Route.
yamal-60-russia,current,lng-yamal-europe|lng-yamal-china-nsr,exporter,Yamal LNG accounts for more than 60% of Russia’s LNG exports.,60%,share,2026-07,yamalMoscowTimes,a plant that accounts for more than 60% of Russia’s total LNG exports,auto,2026-09-14,
coal-exporters-2024,baseline,coal|coal-indonesia-china|coal-indonesia-india|coal-australia-japan|coal-australia-china|coal-australia-korea|coal-russia-china,exporter,"In 2024 Indonesia exported 555 Mt of coal, Australia 363 Mt and Russia 198 Mt, 75% of Russia’s to Asia (IEA).",555,Mt,2024,ieaCoal2025,"On the export side, Indonesia remained the top exporter with 555 Mt, primarily thermal coal, followed by Australia (363 Mt) and Russia (198 Mt), which directed 75% of its exports to Asia in 2024.",auto,2026-09-14,
coal-thermal-trade-2025,baseline,coal,market,Thermal coal trade is set to fall 6% to 1 111 Mt in 2025 (IEA forecast).,1 111,Mt,2025 (forecast),ieaCoal2025,"Thermal coal trade is set to decrease by 6% to 1 111 Mt, while met coal trade is expected to contract by 3% to 357 Mt.",auto,2026-09-14,
coal-china-imports-2025,baseline,coal-indonesia-china|coal-australia-china|coal-russia-china,importer,China’s coal imports are forecast to fall by around 58 Mt to 489 Mt in 2025 (IEA).,489,Mt,2025 (forecast),ieaCoal2025,"This shift is primarily driven by China, where abundant stocks and sluggish demand have driven its imports down by around 58 Mt to 489 Mt.",auto,2026-09-14,
coal-china-seaborne-9m,baseline,coal-indonesia-china|coal-australia-china|coal-russia-china,importer,China’s seaborne coal imports fell 13.0% to 263.3 Mt in January–September 2025.,263.3,Mt,2025-01/09,indiaCoal,Seaborne coal imports into Mainland China declined 13.0% y-o-y to 263.3 Mt in Jan–Sep 2025.,auto,2026-09-14,
coal-indonesia-australia-9m,baseline,coal-indonesia-china|coal-indonesia-india|coal-australia-japan|coal-australia-china|coal-australia-korea,exporter,In January–September 2025 Indonesia’s coal exports fell 9.6% to 351.4 Mt and Australia’s 2.2% to 255.4 Mt.,351.4,Mt,2025-01/09,indiaCoal,"During the same period, exports from Indonesia fell 9.6% y-o-y to 351.4 Mt, while shipments from Australia slipped 2.2% to 255.4 Mt.",auto,2026-09-14,
coal-indonesia-exports-2025,baseline,coal-indonesia-china|coal-indonesia-india,exporter,"Indonesia’s coal exports are expected to fall at least 9% in 2025, to 505 Mt (IEA).",505,Mt,2025 (forecast),ieaCoal2025,"Indonesia, which is Asia’s key swing supplier, is expected to reduce its coal exports by at least 9% in 2025, bringing volumes down to 505 Mt.",auto,2026-09-14,
coal-indonesia-india-9m,baseline,coal-indonesia-india,corridor,Indonesian coal shipments to India fell 14.4% to 70.6 Mt in January–September 2025.,70.6,Mt,2025-01/09,indiaCoal,"Shipments from Indonesia to India declined 14.4% y-o-y to 70.6 Mt, still above 67.3 Mt in Jan–Sep 2023.",auto,2026-09-14,
coal-india-imports-2025,baseline,coal-indonesia-india|coal-southafrica-india,importer,India’s coal imports are expected to stay around 235 Mt in 2025 (IEA).,235,Mt,2025 (forecast),ieaCoal2025,"Similarly, in India domestic thermal coal production is flat while demand is weak, keeping imports at around 235 Mt.",auto,2026-09-14,
coal-southafrica-india-9m,baseline,coal-southafrica-india,corridor,"South Africa shipped 22.7 Mt of coal to India in January–September 2025 (+5.6%), 12.9% of India’s imports.",22.7,Mt,2025-01/09,indiaCoal,"South Africa exported 22.7 Mt (+5.6%), representing 12.9% of India’s imports.",auto,2026-09-14,
coal-mundra-paradip,baseline,coal-southafrica-india|coal-indonesia-india,infrastructure,Mundra (22.5 Mt) and Paradip (17.9 Mt) were India’s two largest coal import terminals in January–September 2025.,22.5,Mt,2025-01/09,indiaCoal,Main coal import terminals (Jan–Sep 2025): Mundra (Gujarat) – 22.5 Mt Paradip – 17.9 Mt,auto,2026-09-14,
coal-japan-korea-9m,baseline,coal-australia-japan|coal-australia-korea,importer,In January–September 2025 Japan imported 112.2 Mt of seaborne coal (−2.4%) and South Korea 78.3 Mt (−6.3%).,78.3,Mt,2025-01/09,indiaCoal,"Imports to India fell 4.9% y-o-y to 175.4 Mt, to Japan down 2.4% to 112.2 Mt, and to South Korea down 6.3% to 78.3 Mt.",auto,2026-09-14,
coal-australia-asia-80,baseline,coal-australia-japan|coal-australia-china|coal-australia-korea,exporter,"More than 80% of Australian coal exports go to Japan, China, India, South Korea, Taiwan and Vietnam.",80%,share,2024,ieefaAUcoal,"More than 80% of Australian coal exports are shipped to Japan, China, India, South Korea, Taiwan and Vietnam.",auto,2026-09-14,
coal-russia-china-9m,baseline,coal-russia-china,corridor,"China imported 66.3 Mt of Russian coal in January–September 2025 (−7.1%), seaborne and overland combined.",66.3,Mt,2025-01/09,ruCoalHubSep,"In January–September 2025, Chinese coal imports from Russia dipped to 66.3 mio t (-5.1 mio t or -7.1% vs.",auto,2026-09-14,Includes rail deliveries; the seaborne share is not given.
coal-colombia-2024,baseline,coal-colombia-europe,exporter,Colombia shipped an estimated 57 million tons of coal overseas in 2024.,57,million tons,2024,colombiaCoal,with an estimated 57 million tons shipped overseas,auto,2026-09-14,
coal-colombia-2025-drop,baseline,coal-colombia-europe,status,Colombian coal-related exports fell 21.2% in volume in 2025 (Fenalcarbón).,21.2%,change,2025,colombiaCoal,"Fenalcarbon also pointed out that in 2025, exports of coal-related products fell by 21.2% in volume and 31.8% in revenue compared to 2024.",auto,2026-09-14,
coal-puerto-bolivar-europe,baseline,coal-colombia-europe,corridor,"Roughly half the coal through Puerto Bolívar is exported to Europe, 25% to the Americas.",25%,share,undated,puertoBolivar,"Roughly half of the coal passing through Puerto Bolivar is exported to Europe, with another 25% destined for the Americas.",auto,2026-09-14,Wiki page; the share is not dated.
iron-seaborne-9m,baseline,iron,market,"Global seaborne iron ore loadings were 1.247 billion tonnes in the first three quarters of 2025, +0.07%.",1.247,billion metric tons,2025 Q1–Q3,ironFlows,Global seaborne iron ore loadings: 1.247 billion metric tons in 2025 YTD vs 1.246 billion metric tons in 2024 YTD: a +0.07% increase,auto,2026-09-14,
iron-australia-9m,baseline,iron-australia-china|iron-australia-japan,exporter,"Australia shipped 695.55 million tonnes of iron ore in Q1–Q3 2025, 55.77% of seaborne supply.",695.55,million metric tons,2025 Q1–Q3,ironFlows,Australia delivers 695.55 million metric tons (55.77% market share) between Q1 and Q3,auto,2026-09-14,
iron-brazil-9m,baseline,iron-brazil-china|iron-brazil-europe,exporter,"Brazil shipped 276.98 million tonnes of iron ore in Q1–Q3 2025, 22.21% of seaborne supply.",276.98,million metric tons,2025 Q1–Q3,ironFlows,"At 276.98 million metric tons (22.21%), Brazil preserves the long-haul backbone that props up VLOC utilization even when Australia is strong.",auto,2026-09-14,
iron-au-br-78,baseline,iron,market,Australia and Brazil together provided 77.98% of seaborne iron ore supply in Q1–Q3 2025.,77.98%,share,2025 Q1–Q3,ironFlows,Together they provide 77.98% of seaborne supply.,auto,2026-09-14,
iron-china-74,baseline,iron|iron-australia-china|iron-brazil-china|iron-guinea-china,importer,China absorbed 74.28% of seaborne iron ore receipts in Q1–Q3 2025.,74.28%,share,2025 Q1–Q3,ironFlows,"China absorbs 74.28% of seaborne receipts, and Asia as a whole takes 92.52%.",auto,2026-09-14,
iron-japan-korea-europe,baseline,iron-australia-japan|iron-brazil-europe,importer,"After China came Japan (5.51% of seaborne receipts), South Korea (4.21%) and Europe (4.58%) in Q1–Q3 2025.",5.51%,share,2025 Q1–Q3,ironFlows,"Then Japan (5.51%), South Korea (4.21%), Europe (4.58%), Malaysia (1.41%), Vietnam (1.35%), Rest of Asia (5.75%), and Rest of World (2.90%).",auto,2026-09-14,
iron-pilbara-north-asia,baseline,iron-australia-china|iron-australia-japan,corridor,AXSMarine describes Pilbara to North Asia by Capesize as the workhorse of global dry bulk.,,,2025,ironFlows,Pilbara to North Asia (Capesize): The workhorse of global dry bulk.,auto,2026-09-14,
iron-brazil-2025,baseline,iron-brazil-china|iron-brazil-europe,exporter,"Brazil exported a record 416.4 million tonnes of iron ore in 2025, against 388.7 million in 2024.",416.4,million tonnes,2025,ironBrazil,"Brazil achieved unprecedented iron ore export volumes in 2025, reaching 416.4 million tonnes compared to 388.7 million tonnes in 2024.",auto,2026-09-14,
iron-brazil-china-62,baseline,iron-brazil-china,corridor,"China took 259+ million tonnes of Brazil’s iron ore in 2025, about 62.2% of export volumes.",62.2%,share,2025,ironBrazil,"China accounted for 259+ million tonnes of Brazil's iron ore shipments, representing approximately 62.2% of total export volumes.",auto,2026-09-14,
iron-brazil-china-days,baseline,iron-brazil-china|iron-australia-china,corridor,"Brazil-to-China iron ore voyages take 35–40 days via the Cape, against 7–10 days from Australia.",35-40 days,,2025,ironBrazil,"Shipping economics favour Australia for Asian destinations, with voyage times of 7-10 days to China compared to Brazil's 35-40 days via Cape of Good Hope routes.",auto,2026-09-14,
iron-ponta-da-madeira,baseline,iron-brazil-china,infrastructure,Ponta da Madeira (230 Mt/year) is Vale’s primary export terminal; Tubarão handles 101 Mt/year.,230 Mt/year,,2025,ironBrazil,Ponta da Madeira (Maranhão): 230 Mt/year capacity – Vale's primary export facility Tubarão (Espírito Santo): 101 Mt/year capacity,auto,2026-09-14,
iron-tubarao,baseline,iron-brazil-europe,infrastructure,"Tubarão, in Espírito Santo, has 101 Mt/year of export capacity.",101 Mt/year,,2025,ironBrazil,Tubarão (Espírito Santo): 101 Mt/year capacity,auto,2026-09-14,
simandou-first-cargo,baseline,iron-guinea-china,corridor,"The first Simandou iron ore cargo, close to 200,000 tons, docked at Majishan on 17 January 2026 after a 46-day voyage.",46-day,,2026-01,simandouEcofin,"The company said a vessel carrying close to 200,000 tons docked on January 17 at the port of Majishan, in China’s eastern Zhejiang province, after a 46-day voyage.",auto,2026-09-14,
simandou-capacity,baseline,iron-guinea-china,infrastructure,Simandou is expected to reach around 120 million tons a year once fully ramped up.,120 million,tons a year,target,simandouEcofin,"The project comprises four mining blocks and is expected to reach total production capacity of around 120 million tons a year once fully ramped up, according to official projections.",auto,2026-09-14,
simandou-morebaya,baseline,iron-guinea-china,infrastructure,The first Simandou ore ship left the new Atlantic port of Morebaya on 2 December 2025.,2025,,2025-12,simandouMongabay,"Dec. 2, 2025, Guinea celebrated a milestone when a ship loaded with iron ore departed from the newly constructed port of Morebaya on the Atlantic coast.",auto,2026-09-14,
brazil-soy-2025,baseline,grain-brazil-china,exporter,"Brazil exported a record 108,2 million tons of soybeans in 2025.","108,2",million tons,2025,soyBrazil,"reaching 108,2 million tons in 2025",auto,2026-09-14,"The source uses a decimal comma: 108,2 = 108.2."
brazil-soy-china-79,baseline,grain-brazil-china,corridor,"China took 85,43 million tons of Brazilian soybeans in 2025, 79% of exports.",79%,share,2025,soyBrazil,"China remained the main destination for Brazilian soybeans, absorbing 85,43 million tons — equivalent to 79% of all exports.",auto,2026-09-14,"The source uses a decimal comma: 85,43 = 85.43."
brazil-santos-soy,baseline,grain-brazil-china,infrastructure,"The port of Santos handled 34,57 million tons of soybeans in 2025, +24%.","34,57",million tons,2025,soyBrazil,"The port of Santos remained in the lead, with 34,57 million tons handled in 2025 — a 24% increase compared to the previous year.",auto,2026-09-14,"The source uses a decimal comma: 34,57 = 34.57."
brazil-corn-china,baseline,grain-brazil-china|grain-usgulf-china,market,Brazil overtook the US as China’s primary corn supplier; the US share of global grain exports could fall from 22% in 2024 to around 12%.,22%,share,2024,grainRisk,"Brazil overtook the US as China’s primary corn supplier, and the US’s share of global grain exports could fall from 22% in 2024 to around 12%.",auto,2026-09-14,
china-no-us-soy-sept-2025,baseline,grain-usgulf-china,importer,"As of mid-September 2025, China had not bought any new-crop US soybeans — a first in the USDA dataset starting in 1999.",1999,,2025-09,argentinaSoyASA,"At that point, for the first time in the USDA dataset starting in 1999, China has not purchased any of the new crop U.S.",auto,2026-09-14,Snapshot dated September 2025; not a statement about 2026.
argentina-soy-china,baseline,grain-argentina-china,corridor,Argentina’s soybean exports to China were well above average in 2025.,2025,,2025,argentinaSoyASA,"Like Brazil, Argentina’s exports to China remain well above average in 2025 (Figure 2).",auto,2026-09-14,
argentina-meal-oil,baseline,grain-argentina-china,exporter,Argentina typically exports soybean meal and oil rather than whole beans; export tariffs are 26% on beans and 24.5% on meal and oil.,26%,tariff,2025,argentinaSoyASA,This is encouraged by Argentina’s export tariffs of 26% on whole beans and 24.5% on meal and oil.,auto,2026-09-14,
us-wheat-japan,baseline,grain-uspnw-japan,corridor,Japan imported 2.13 MMT of US wheat in the 2024/25 marketing year.,2.13,MMT,2024/25,usWheatJapan,"In the 2024/2025 marketing year, Japan imported 2.13 million metric tons (MMT) (nearly 78.3 million bushels) of U.S.",auto,2026-09-14,
ukraine-grain-2526,baseline,grain-ukraine-egypt,exporter,Ukraine exported 37.46 million tonnes of grain and pulses in 2025/26.,37.46,million tonnes,2025/26,ukraineDragon,"By the Ministry of Agrarian Policy’s count, exporters shipped 37.46 million tonnes of grain and pulses over the year.",auto,2026-09-14,
ukraine-odesa-ports,baseline,grain-ukraine-egypt,infrastructure,"Ukraine’s grain moves through the Odesa hub: Odesa, Chornomorsk and Pivdennyi.",,,2025/26,ukraineDragon,"the ports that moved it are the ones shippers already know: the Odesa hub of Odesa, Chornomorsk and Pivdennyi",auto,2026-09-14,
egypt-ukraine-wheat,baseline,grain-ukraine-egypt,corridor,Egypt’s imports of Ukrainian wheat nearly doubled to 3.3 million tonnes (July–April 2025/26).,3.3,million tonnes,2025/26 Jul–Apr,egyptWheatAgro,"In volume terms, imports of Ukrainian wheat nearly doubled to 3.3 million tonnes, up from 1.7 million tonnes a year earlier.",auto,2026-09-14,
russia-grain-2526,baseline,grain-russia-egypt,exporter,"Russia exported over 61 million tonnes of grain in 2025/26, including 46 million tonnes of wheat.",61,million tonnes,2025/26,russiaGrainAI,"Russia exported over 61 million tonnes of grain in the 2025/26 marketing year, including 46 million tonnes of wheat.",auto,2026-09-14,
russia-egypt-10mt,baseline,grain-russia-egypt,corridor,"Egypt was the second buyer of Russian grain in 2025/26 with 10 million tons, 9.9 million of them wheat; Turkey was first.",9.9,million tons,2025/26,russiaGrainAI,"Egypt ranked second with 10 million tons, including 9.9 million tons of wheat.",auto,2026-09-14,
aus-barley-2425,baseline,grain-australia-china,exporter,Australia exported 7 million tonnes of feed barley and 1.22 million tonnes of malting barley in 2024/25.,1.22,million tonnes,2024/25,ausBarley,"Of the total barley exports, 7 million tonnes were feed barley and 1.22 million tonnes malting barley.",auto,2026-09-14,
aus-barley-china-70,baseline,grain-australia-china,corridor,China took more than 70% of Australia’s barley exports of both types in 2024/25.,70%,share,2024/25,ausBarley,"China remained the largest buyer, accounting for more than 70% of exports of both types of barley.",auto,2026-09-14,
vancouver-wheat-2025,baseline,grain-canada-china,exporter,"Wheat exports through Vancouver reached 15.9 million tonnes in 2025, +20%, to 35 countries.",15.9,million tonnes,2025,vanWorldGrain,"Wheat exports, which were delivered to 35 countries from Western Canada last year, were 15.9 million tonnes, up 20% from 2024, the port said in its March 9 report.",auto,2026-09-14,
vancouver-canola-tariffs,baseline,grain-canada-china,status,Canola seed exports through Vancouver fell 23% to 6.6 million tonnes in 2025 after Chinese tariffs.,6.6,million tonnes,2025,vanWorldGrain,"Following Chinese tariffs, however, canola seed exports fell sharply from August onwards to end 2025 down 23% at 6.6 million tonnes.",auto,2026-09-14,
vancouver-china-us-two-thirds,baseline,grain-canada-china,corridor,China and the United States accounted for two-thirds of Vancouver’s 2025 canola oil export volume.,,,2025,vanWorldGrain,"Exports to China and the United States accounted for two-thirds of 2025’s volume, despite a combined decrease of 2%, the port said.",auto,2026-09-14,"Refers to canola oil exports, per the preceding sentence in the article."
brazil-npk-99,baseline,fert-gulf-brazil|fert-morocco-brazil|fert-russia-brazil|fert-canada-brazil,importer,Imports met about 99% of Brazil’s NPK fertilizer consumption in 2023.,99%,share,2023,farmdocBrazil,"The share of consumption met by imports of Nitrogen, Phosphate, and Potash (NPK) between 2020 and 2023 was about 90%, reaching about 99% in 2023",auto,2026-09-14,
brazil-phosphate-morocco,baseline,fert-morocco-brazil,corridor,Brazil’s phosphate imports come mainly from Morocco and Russia.,,,before the war,farmdocBrazil,Brazil relies on imports mainly from Morocco and Russia.,auto,2026-09-14,
brazil-potash-russia,baseline,fert-russia-brazil|fert-canada-brazil,corridor,"For potash, Brazil also relies on Russia and Belarus, beyond Canada.",,,before the war,farmdocBrazil,"Nevertheless, U.S. potash comes primarily from Canada, while Brazil also relies on Russia and Belarus, regions that were not materially affected by the recent conflict, though existing sanctions still pose risks.",auto,2026-09-14,
brazil-urea-aug-2025,baseline,fert-gulf-brazil,corridor,Qatar shipped around 12% of Brazil’s urea imports in August 2025.,12,share,2025-08,nigeriaUreaArgus,"Russia followed, with nearly 13pc, while Qatar, Nigeria and Algeria shipped around 12pc each.",auto,2026-09-14,"Monthly snapshot. Oman ships from outside the strait, which is why this corridor starts in Qatar."
brazil-urea-2025-volume,baseline,fert-gulf-brazil,importer,"Brazil imported 7,702.58 thousand tons of urea in 2025; Nigeria displaced Oman and Qatar as top supplier.","7,702.58",thousand tons,2025,brazilUreaGtaic,"In the period 01.2025-12.2025 Brazil imported Urea Fertilizer in the amount equal to US$3,272.4M, an equivalent of 7,702.58 Ktons.",auto,2026-09-14,
rystad-urea-hormuz,baseline,fert-gulf-india|fert-gulf-brazil,market,About 10.6 Mtpa of the 50.8 Mtpa global urea trade in 2025 came from exporters affected by the Hormuz closure.,10.6,Mtpa,2025,hormuzFertRystad,"Global urea trade stood at around 50.8 Mtpa in 2025, of which approximately 10.6 Mtpa comes from the impacted countries – mainly Saudi Arabia, Qatar, and the UAE.",auto,2026-09-14,
rystad-urea-india,baseline,fert-gulf-india,corridor,"Of that affected urea, 2.2 Mtpa was exported to India.",2.2,Mtpa,2025,hormuzFertRystad,"Of this, 2.2 Mtpa was exported to India, again highlighting the nation’s dependency on fertilizer-related products from the Middle East.",auto,2026-09-14,
india-urea-gulf-70,baseline,fert-gulf-india,importer,About 70% of India’s 56.47 lakh tonnes of urea imports came from Gulf countries.,56.47,lakh tonnes,2024-25,indiaUreaDTE,"Of total urea imports of 56.47 lmt, about 70 per cent came from Gulf countries, including Oman, Saudi Arabia, Qatar and the United Arab Emirates.",auto,2026-09-14,
morocco-phosphate-reserves,baseline,fert-morocco-brazil,exporter,"Morocco holds 50,000,000 thousand tonnes of phosphate rock reserves and produced an estimated 36,000 thousand tonnes in 2025 (USGS).","50,000,000",thousand metric tons,2025,phosphateUSGS26,"Morocco 35,300 36,000 50,000,000",auto,2026-09-14,"USGS table row: mine production 2024, 2025 estimate, reserves (thousand metric tons)."
canada-potash-exports-2024,baseline,fert-canada-brazil|fert-canada-china,exporter,"Canada exported 22,916 thousand tonnes of potash in 2024, 38.7% of world exports.","22,916",thousand tonnes,2024,potashNRCan,"1 Canada 22,916 38.7%",auto,2026-09-14,"NRCan table row: rank, country, tonnes (thousands), share of world exports; preliminary data."
canada-potash-reserves,baseline,fert-canada-brazil|fert-canada-china,exporter,"Canada has the world’s largest potash reserves, 1.1 billion tonnes.",1.1,billion tonnes,2024,potashNRCan,"Canada has the world’s largest potash reserves, with 1.1 billion tonnes of potash (potassium oxide equivalent).",auto,2026-09-14,
canada-potash-90-exported,baseline,fert-canada-brazil|fert-canada-china,exporter,More than 90% of the potash produced in Canada is exported.,90%,share,2025,canadaPotash,"More than 90% of the potash produced in Canada is exported, with the remainder used domestically; quantities of potash imported are extremely small.",auto,2026-09-14,
canada-potash-destinations,baseline,fert-canada-brazil|fert-canada-china,corridor,"In 2023 Brazil took 22% of Canadian potash production, China 7% (United States 39%, India 5%).",22%,share of production,2023,canpotex,"with the United States being the largest importer of Canadian potash (39% of production in 2023), followed by Brazil (22%), China (7%), and India (5%)",auto,2026-09-14,
vancouver-potash-record,baseline,fert-canada-brazil|fert-canada-china,corridor,"Potash exports through Vancouver hit a record 10.5 million tonnes in 2025, reaching markets including Brazil, China and Indonesia.",10.5,million tonnes,2025,vanWorldGrain,"Potash exports hit a new record of 10.5 million tonnes last year, breaking the previous record set in 2020.",auto,2026-09-14,
guinea-bauxite-2025,baseline,metals-guinea-china,exporter,Guinea’s bauxite exports rose 25% in 2025 to 182.8 million tons.,182.8,million metric tons,2025,bauxiteGuinea,"Guinea's bauxite exports rose 25% in 2025 to 182.8-million metric tons, official data seen by Reuters showed",auto,2026-09-14,
